City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
262,Hualmay,PE,-11.0964,-77.6139,71.64,74,91,7.56,overcast clouds,2021-01-31 01:23:14
263,Esmeralda,CU,21.8525,-78.1169,66.2,77,20,8.05,few clouds,2021-01-31 01:23:25
264,Acapulco,MX,16.8634,-99.8901,80.6,83,75,4.61,broken clouds,2021-01-31 01:22:33
265,Shingu,JP,33.7333,135.9833,48.2,66,40,13.8,scattered clouds,2021-01-31 01:13:53
266,Mahajanga,MG,-15.7167,46.3167,73.4,94,20,3.44,few clouds,2021-01-31 01:23:26
267,Troitskoye,RU,52.9821,84.6757,-0.53,92,0,8.52,clear sky,2021-01-31 01:23:26
268,Maanshan,CN,31.6957,118.4983,52.0,71,99,2.24,haze,2021-01-31 01:23:26
269,Beloha,MG,-25.1667,45.05,74.37,82,0,4.68,clear sky,2021-01-31 01:13:53
270,Wagga Wagga,AU,-35.1167,147.3667,86.0,36,0,3.44,clear sky,2021-01-31 01:23:26
271,Namibe,AO,-15.1961,12.1522,72.97,75,95,5.7,overcast clouds,2021-01-31 01:13:27
272,Evensk,RU,61.95,159.2333,1.45,86,100,23.22,overcast clouds,2021-01-31 01:13:56
273,Buena Vista,US,43.4203,-83.8986,26.6,68,90,6.91,overcast clouds,2021-01-31 01:23:26
274,Palencia,ES,42.4167,-4.5,41.0,87,3,13.0,clear sky,2021-01-31 01:23:27
275,Bhalki,IN,18.0333,77.2167,62.98,73,32,4.92,scattered clouds,2021-01-31 01:19:18
276,Tasiilaq,GL,65.6145,-37.6368,21.2,33,90,13.8,overcast clouds,2021-01-31 01:23:27
277,Sitka,US,57.0531,-135.33,41.0,56,75,9.22,broken clouds,2021-01-31 01:23:02
278,Baft,IR,29.234,56.6057,38.93,74,0,6.71,clear sky,2021-01-31 01:23:27
279,Bumba,CD,2.1833,22.4667,70.74,53,98,1.68,overcast clouds,2021-01-31 01:13:41
280,Tual,ID,-5.6667,132.75,83.61,75,79,14.63,moderate rain,2021-01-31 01:23:28
281,Raga,SS,8.4596,25.678,65.14,26,3,4.56,clear sky,2021-01-31 01:23:28
282,Tura,IN,25.5198,90.2201,50.05,49,0,3.11,clear sky,2021-01-31 01:23:28
283,Swan Hill,AU,-35.3378,143.5544,73.56,33,0,7.94,clear sky,2021-01-31 01:23:28
284,Burlington,US,39.8835,-74.6413,28.0,39,1,3.44,clear sky,2021-01-31 01:19:47
285,Sribne,UA,50.6638,32.9187,29.91,99,100,8.1,light snow,2021-01-31 01:23:28
286,Chapleau,CA,47.8405,-83.4034,1.4,78,1,4.83,clear sky,2021-01-31 01:23:28
287,Maarianhamina,AX,60.0973,19.9348,26.6,86,90,10.36,light snow,2021-01-31 01:23:28
288,Oktyabrskoye,RU,43.0645,44.7417,37.0,93,12,4.47,few clouds,2021-01-31 01:23:29
289,Saint-Augustin,CA,51.226,-58.6502,28.81,92,100,16.96,overcast clouds,2021-01-31 01:23:29
290,Ixtapa,MX,20.7,-105.2,73.4,78,1,9.22,clear sky,2021-01-31 01:18:35
291,Uvira,CD,-3.4067,29.1458,72.39,61,67,4.29,broken clouds,2021-01-31 01:23:29
292,Kutum,SD,14.2,24.6667,51.89,39,0,3.96,clear sky,2021-01-31 01:13:49
293,Mishan,CN,45.55,131.8833,-10.07,83,0,3.15,clear sky,2021-01-31 01:23:29
294,Jacqueville,CI,5.2052,-4.4146,80.6,100,20,6.91,few clouds,2021-01-31 01:23:30
295,Cidreira,BR,-30.1811,-50.2056,75.78,88,98,9.33,overcast clouds,2021-01-31 01:23:30
296,Antalaha,MG,-14.9003,50.2788,74.97,89,2,4.5,clear sky,2021-01-31 01:23:31
297,Lorengau,PG,-2.0226,147.2712,82.87,81,100,11.12,overcast clouds,2021-01-31 01:22:59
298,Byron Bay,AU,-28.65,153.6167,80.6,69,90,12.66,overcast clouds,2021-01-31 01:21:38
299,Urcos,PE,-13.6861,-71.6228,51.8,82,90,2.3,overcast clouds,2021-01-31 01:23:31
300,Ligayan,PH,4.6533,119.4706,81.07,78,100,14.14,overcast clouds,2021-01-31 01:23:31
301,Lata,PT,40.1629,-8.3327,55.99,92,100,3.0,overcast clouds,2021-01-31 01:13:53
302,Shahr-E Babak,IR,30.1165,55.1186,40.15,72,0,4.88,clear sky,2021-01-31 01:23:32
303,Bubaque,GW,11.2833,-15.8333,79.3,62,96,12.71,overcast clouds,2021-01-31 01:23:32
304,Det Udom,TH,14.906,105.0784,73.99,83,39,5.75,scattered clouds,2021-01-31 01:23:32
305,Pimentel,PE,-6.8367,-79.9342,75.2,64,0,13.8,clear sky,2021-01-31 01:23:32
306,Santa Luzia,BR,-19.7697,-43.8514,75.2,64,0,11.5,clear sky,2021-01-31 01:23:32
307,Bonfim,BR,3.0833,-59.95,79.59,71,61,8.7,broken clouds,2021-01-31 01:23:34
308,Jalu,LY,29.0331,21.5482,59.0,43,0,11.23,clear sky,2021-01-31 01:23:34
309,Boddam,GB,57.4667,-1.7833,32.0,86,90,2.3,overcast clouds,2021-01-31 01:23:34
310,Cockburn Town,TC,21.4612,-71.1419,73.4,56,20,11.5,few clouds,2021-01-31 01:21:29
311,Robinson,US,31.4677,-97.1147,68.0,25,1,5.75,clear sky,2021-01-31 01:23:34
312,Alta Floresta,BR,-9.8756,-56.0861,72.64,96,60,2.01,broken clouds,2021-01-31 01:23:34
313,Port Blair,IN,11.6667,92.75,79.09,78,0,6.67,clear sky,2021-01-31 01:23:34
314,Grindavik,IS,63.8424,-22.4338,19.4,73,0,6.91,clear sky,2021-01-31 01:19:28
315,Provideniya,RU,64.3833,-173.3,-10.1,83,98,13.87,overcast clouds,2021-01-31 01:23:35
316,Bathsheba,BB,13.2167,-59.5167,78.8,73,75,19.57,broken clouds,2021-01-31 01:23:35
317,Sawakin,SD,19.1059,37.3321,68.95,69,55,13.29,broken clouds,2021-01-31 01:23:35
318,Kedougou,SN,12.5579,-12.1743,80.6,24,0,2.3,clear sky,2021-01-31 01:23:35
319,Mount Darwin,ZW,-16.7725,31.5838,67.46,97,100,6.06,overcast clouds,2021-01-31 01:23:35
320,Dukat,RU,62.55,155.55,-33.27,81,100,8.3,overcast clouds,2021-01-31 01:23:36
321,Port Hedland,AU,-20.3167,118.5667,87.8,58,90,10.36,overcast clouds,2021-01-31 01:21:21
322,Dingle,PH,10.9995,122.6711,78.03,80,87,16.17,overcast clouds,2021-01-31 01:13:49
323,Emerald,AU,-23.5333,148.1667,88.0,42,40,6.91,scattered clouds,2021-01-31 01:23:36
324,Ohafia,NG,5.6167,7.8333,75.38,89,0,2.62,clear sky,2021-01-31 01:23:36
325,Olafsvik,IS,64.8945,-23.7142,23.04,89,30,16.82,scattered clouds,2021-01-31 01:23:36
326,Kibungo,RW,-2.1597,30.5427,64.4,88,20,4.61,few clouds,2021-01-31 01:23:36
327,Husavik,IS,66.0449,-17.3389,14.0,79,90,4.61,overcast clouds,2021-01-31 01:23:36
328,Kushiro,JP,42.975,144.3747,24.8,58,20,3.44,few clouds,2021-01-31 01:23:37
329,Hay River,CA,60.8156,-115.7999,-14.8,76,5,2.3,clear sky,2021-01-31 01:23:37
330,Rio Tercero,AR,-32.173,-64.1141,61.0,98,20,4.0,light rain,2021-01-31 01:23:37
331,Tamiahua,MX,21.2667,-97.45,70.66,92,79,6.91,broken clouds,2021-01-31 01:23:37
332,Shieli,KZ,44.1667,66.75,35.02,81,7,1.59,clear sky,2021-01-31 01:23:38
333,Preobrazheniye,RU,42.9019,133.9064,8.01,78,0,7.16,clear sky,2021-01-31 01:23:38
334,Ahipara,NZ,-35.1667,173.1667,72.28,49,0,5.99,clear sky,2021-01-31 01:20:41
335,Avera,US,33.194,-82.5271,46.4,53,75,4.61,broken clouds,2021-01-31 01:23:38
336,Victor Harbor,AU,-35.5667,138.6167,69.01,60,0,11.52,clear sky,2021-01-31 01:23:38
337,Sao Filipe,CV,14.8961,-24.4956,74.12,61,100,9.13,overcast clouds,2021-01-31 01:23:38
338,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.2,73,90,5.75,overcast clouds,2021-01-31 01:19:25
339,Tilichiki,RU,60.4667,166.1,-10.53,91,91,15.73,overcast clouds,2021-01-31 01:23:39
340,Aranos,NA,-24.1333,19.1167,76.48,19,18,10.49,few clouds,2021-01-31 01:23:39
341,Ashta,IN,23.0167,76.7167,50.16,43,0,4.9,clear sky,2021-01-31 01:23:39
342,Dunga Bunga,PK,29.7493,73.2432,52.38,37,0,5.84,clear sky,2021-01-31 01:23:39
343,Batagay-Alyta,RU,67.8006,130.4114,-36.11,81,91,2.84,overcast clouds,2021-01-31 01:23:39
344,Guerrero Negro,MX,27.9769,-114.0611,60.84,65,100,15.99,overcast clouds,2021-01-31 01:21:27
345,Rong Kwang,TH,18.339,100.3174,73.99,88,20,1.14,mist,2021-01-31 01:23:40
346,San Andres,CO,12.5847,-81.7006,80.6,74,40,13.8,scattered clouds,2021-01-31 01:23:40
347,Lamar,US,33.6668,-95.5836,62.01,29,90,10.36,overcast clouds,2021-01-31 01:23:40
348,Souillac,MU,-20.5167,57.5167,78.8,83,40,6.91,scattered clouds,2021-01-31 01:23:40
349,Yayva,RU,59.3303,57.2641,12.99,61,99,1.01,overcast clouds,2021-01-31 01:23:40
350,Camocim,BR,-2.9022,-40.8411,79.84,77,100,14.81,overcast clouds,2021-01-31 01:23:42
351,Orlik,RU,52.5178,99.825,-17.18,80,98,2.73,overcast clouds,2021-01-31 01:23:42
352,Bethel,US,41.3712,-73.414,19.99,53,1,4.61,clear sky,2021-01-31 01:20:49
353,Vila Do Maio,CV,15.1333,-23.2167,73.4,56,0,17.27,clear sky,2021-01-31 01:23:42
354,Melfi,IT,40.9965,15.6514,46.99,75,20,10.36,few clouds,2021-01-31 01:23:42
355,Savonlinna,FI,61.8699,28.88,24.8,93,90,3.44,light snow,2021-01-31 01:23:12
356,Kulhudhuffushi,MV,6.6221,73.07,81.66,65,23,5.86,few clouds,2021-01-31 01:21:10
357,Omsukchan,RU,62.5333,155.8,-29.42,81,100,12.93,overcast clouds,2021-01-31 01:23:43
358,Coffeyville,US,37.0373,-95.6164,50.0,81,90,16.11,overcast clouds,2021-01-31 01:23:43
359,Fort Nelson,CA,58.8053,-122.7002,-9.4,77,40,2.3,scattered clouds,2021-01-31 01:23:43
360,Port Maria,JM,18.3685,-76.8895,77.0,83,55,13.0,broken clouds,2021-01-31 01:23:43
361,Samfya,ZM,-11.3649,29.5565,66.58,92,100,1.36,light rain,2021-01-31 01:23:43
362,Vestmannaeyjar,IS,63.4427,-20.2734,31.28,94,83,8.59,broken clouds,2021-01-31 01:22:52
363,Tyshkivka,UA,48.4967,30.9423,30.81,97,61,11.61,broken clouds,2021-01-31 01:23:43
364,Kem,RU,64.9555,34.5793,16.48,97,100,3.31,overcast clouds,2021-01-31 01:23:44
365,Bac Lieu,VN,9.285,105.7244,78.31,72,45,16.87,scattered clouds,2021-01-31 01:21:09
366,Teabo,MX,20.4,-89.2833,72.52,65,100,5.55,overcast clouds,2021-01-31 01:23:44
367,Zugdidi,GE,42.5088,41.8709,41.0,75,0,9.22,clear sky,2021-01-31 01:23:44
368,Arona,ES,28.0996,-16.681,62.6,77,20,10.36,few clouds,2021-01-31 01:23:44
369,Kirakira,SB,-10.4544,161.9205,84.02,79,83,13.87,broken clouds,2021-01-31 01:23:44
370,Ilulissat,GL,69.2167,-51.1,6.8,66,90,6.91,overcast clouds,2021-01-31 01:23:44
371,Maua,BR,-23.6678,-46.4614,77.0,65,0,6.91,clear sky,2021-01-31 01:21:08
372,Taoudenni,ML,22.6783,-3.9836,66.4,25,5,7.52,clear sky,2021-01-31 01:23:45
373,Puerto Escondido,MX,15.85,-97.0667,80.6,74,40,4.61,scattered clouds,2021-01-31 01:20:29
374,Te Anau,NZ,-45.4167,167.7167,65.84,47,62,6.38,broken clouds,2021-01-31 01:21:04
375,Ibra,OM,22.6906,58.5334,54.64,65,0,3.44,clear sky,2021-01-31 01:23:45
376,Vardo,NO,70.3705,31.1107,25.18,95,100,19.01,light snow,2021-01-31 01:23:45
377,Malinyi,TZ,-8.9333,36.1333,70.75,91,100,0.65,overcast clouds,2021-01-31 01:23:45
378,Honiara,SB,-9.4333,159.95,81.57,82,100,8.03,moderate rain,2021-01-31 01:23:46
379,Port Macquarie,AU,-31.4333,152.9167,84.99,74,90,9.57,overcast clouds,2021-01-31 01:20:13
380,Port Hawkesbury,CA,45.6169,-61.3485,26.01,80,90,16.11,overcast clouds,2021-01-31 01:23:46
381,Egvekinot,RU,66.3167,-179.1667,-21.41,84,100,10.69,overcast clouds,2021-01-31 01:23:46
382,Valparaiso,CL,-33.0393,-71.6273,66.0,100,90,4.61,fog,2021-01-31 01:19:33
383,Chicomuselo,MX,15.7667,-92.2667,71.42,55,100,3.4,overcast clouds,2021-01-31 01:23:46
384,Nantucket,US,41.2835,-70.0995,19.99,49,1,14.97,clear sky,2021-01-31 01:23:46
385,Capaccio,IT,40.4244,15.0809,50.0,77,100,6.49,overcast clouds,2021-01-31 01:23:47
386,Fukue,JP,32.6881,128.8419,53.6,62,40,3.44,scattered clouds,2021-01-31 01:23:47
387,Lazaro Cardenas,MX,17.9583,-102.2,77.38,77,0,3.44,clear sky,2021-01-31 01:23:47
388,Palu,ID,-0.8917,119.8707,83.64,56,100,1.61,overcast clouds,2021-01-31 01:23:47
389,Aksarka,RU,66.5606,67.7975,-16.6,88,100,10.09,overcast clouds,2021-01-31 01:23:47
390,San Diego De Los Banos,CU,22.6467,-83.3697,62.8,82,38,3.04,scattered clouds,2021-01-31 01:23:47
391,Kayerkan,RU,69.3497,87.7602,-32.87,71,0,3.6,clear sky,2021-01-31 01:23:48
392,Lashio,MM,22.9333,97.75,51.31,73,0,1.48,clear sky,2021-01-31 01:23:48
393,Inverell,AU,-29.7833,151.1167,91.0,45,0,4.0,clear sky,2021-01-31 01:23:48
394,Dokri,PK,27.3743,68.0967,54.46,35,0,1.97,clear sky,2021-01-31 01:23:48
395,Esperance,AU,-33.8667,121.9,73.4,49,0,10.36,clear sky,2021-01-31 01:23:48
396,Tancanhuitz,MX,21.6,-98.9667,68.0,84,91,1.12,overcast clouds,2021-01-31 01:23:48
397,Carnarvon,AU,-24.8667,113.6333,86.0,70,0,4.61,clear sky,2021-01-31 01:23:48
398,Nampula,MZ,-15.1165,39.2666,69.58,96,100,3.4,overcast clouds,2021-01-31 01:13:54
399,Naze,JP,28.3667,129.4833,62.6,55,75,9.22,broken clouds,2021-01-31 01:23:49
400,Les Escoumins,CA,48.1111,-69.0236,12.2,67,100,18.41,overcast clouds,2021-01-31 01:23:49
401,Ambon,ID,-3.6954,128.1814,89.6,62,40,10.36,scattered clouds,2021-01-31 01:23:49
402,Banjar,ID,-8.19,114.9675,84.2,79,40,12.66,scattered clouds,2021-01-31 01:22:51
403,Gizo,SB,-8.103,156.8419,86.2,70,100,19.22,overcast clouds,2021-01-31 01:23:49
404,Agarak,AM,39.2068,46.5446,33.87,80,13,6.53,few clouds,2021-01-31 01:23:49
405,Mapiripan,CO,2.8892,-72.1256,78.58,67,58,4.45,broken clouds,2021-01-31 01:23:49
406,Hamilton,US,39.1834,-84.5333,32.0,93,90,4.61,snow,2021-01-31 01:23:49
407,Nizhniy Tsasuchey,RU,50.5167,115.1333,-16.04,86,100,7.23,overcast clouds,2021-01-31 01:23:50
408,Noumea,NC,-22.2763,166.4572,82.0,73,90,18.41,overcast clouds,2021-01-31 01:23:50
409,Camargo,MX,27.6667,-105.1667,67.75,25,0,10.18,clear sky,2021-01-31 01:23:50
410,Asau,RO,46.4333,26.4,34.0,80,90,16.11,overcast clouds,2021-01-31 01:23:50
411,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.2,47,100,17.9,overcast clouds,2021-01-31 01:23:50
412,Desnogorsk,RU,54.1508,33.2815,21.38,98,100,0.87,light snow,2021-01-31 01:23:50
413,Sharjah,AE,25.3573,55.4033,66.0,62,0,4.61,clear sky,2021-01-31 01:23:50
414,Nabire,ID,-3.3667,135.4833,83.48,73,93,1.12,light rain,2021-01-31 01:23:51
415,Alofi,NU,-19.0595,-169.9187,82.4,78,100,9.22,light rain,2021-01-31 01:23:51
416,Mumford,GH,5.2618,-0.759,79.41,89,99,8.39,overcast clouds,2021-01-31 01:23:51
417,Polaniec,PL,50.4332,21.2812,24.01,60,42,5.01,scattered clouds,2021-01-31 01:23:51
418,Guanica,PR,17.9716,-66.908,75.0,77,1,9.15,clear sky,2021-01-31 01:23:51
419,Ostrovnoy,RU,68.0531,39.5131,14.7,95,100,7.36,overcast clouds,2021-01-31 01:23:51
420,Seredka,RU,58.1584,28.1858,23.0,93,99,6.71,light snow,2021-01-31 01:23:51
421,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.82,95,100,2.08,light rain,2021-01-31 01:23:52
422,Richards Bay,ZA,-28.783,32.0377,73.65,94,100,2.04,moderate rain,2021-01-31 01:23:53
423,Churapcha,RU,62.0025,132.4325,-39.75,80,100,2.89,overcast clouds,2021-01-31 01:23:53
424,Port Hardy,CA,50.6996,-127.4199,46.4,76,90,19.57,overcast clouds,2021-01-31 01:23:53
425,Fortuna,US,40.5982,-124.1573,53.01,87,75,18.41,moderate rain,2021-01-31 01:23:53
426,Cagliliog,PH,13.9016,123.2913,75.56,81,100,14.9,overcast clouds,2021-01-31 01:23:53
427,Kaniama,CD,-7.5667,24.1833,66.09,96,100,2.04,overcast clouds,2021-01-31 01:23:53
428,Luganville,VU,-15.5333,167.1667,84.78,64,72,8.3,broken clouds,2021-01-31 01:23:54
429,Nome,US,64.5011,-165.4064,-5.8,71,1,5.75,clear sky,2021-01-31 01:23:54
430,Coos Bay,US,43.3665,-124.2179,50.0,100,90,8.01,overcast clouds,2021-01-31 01:23:54
431,Cururupu,BR,-1.8283,-44.8683,76.78,89,100,3.53,overcast clouds,2021-01-31 01:23:54
432,Sumbe,AO,-11.2061,13.8437,76.73,81,100,4.27,overcast clouds,2021-01-31 01:19:02
433,Salto,UY,-31.3833,-57.9667,69.01,97,69,15.01,broken clouds,2021-01-31 01:21:23
434,Auki,SB,-8.7676,160.7034,82.42,82,100,12.75,light rain,2021-01-31 01:23:54
435,Trairi,BR,-3.2778,-39.2689,79.23,82,100,9.13,overcast clouds,2021-01-31 01:23:55
436,Pemangkat,ID,1.1667,108.9667,78.78,85,100,10.74,light rain,2021-01-31 01:23:55
437,Port-Gentil,GA,-0.7193,8.7815,77.68,82,100,8.41,overcast clouds,2021-01-31 01:23:55
438,Vidim,RU,56.4088,103.1106,-41.22,79,29,1.95,scattered clouds,2021-01-31 01:23:55
439,Ban Pong,TH,13.8163,99.8774,78.01,89,0,6.2,clear sky,2021-01-31 01:23:55
440,Necochea,AR,-38.5473,-58.7368,57.99,69,26,12.12,scattered clouds,2021-01-31 01:19:37
441,Codrington,AU,-38.2667,141.9667,65.07,57,0,8.46,clear sky,2021-01-31 01:19:27
442,Natchez,US,31.5604,-91.4032,66.2,72,90,14.97,overcast clouds,2021-01-31 01:23:56
443,Biltine,TD,14.5333,20.9167,68.29,22,0,12.77,clear sky,2021-01-31 01:23:56
444,Wageningen,NL,51.9667,5.6667,30.0,93,11,8.05,mist,2021-01-31 01:23:56
445,Sarankhola,BD,22.3082,89.7897,52.05,45,0,3.71,clear sky,2021-01-31 01:22:20
446,Komsomolskiy,UZ,40.4272,71.7189,32.0,55,100,6.91,overcast clouds,2021-01-31 01:22:53
447,Mairana,BO,-18.1167,-63.9333,59.54,100,100,4.27,overcast clouds,2021-01-31 01:23:56
448,Hovd,MN,48.0056,91.6419,6.8,82,3,1.45,clear sky,2021-01-31 01:23:57
449,Calatagan,PH,13.8833,120.65,76.06,70,100,19.64,overcast clouds,2021-01-31 01:23:57
450,Kopavogur,IS,64.1123,-21.913,21.2,53,0,11.5,clear sky,2021-01-31 01:23:57
451,College,US,64.8569,-147.8028,-2.2,71,90,0.89,light snow,2021-01-31 01:23:57
452,Rudnyy,KZ,52.9594,63.1206,1.4,85,90,2.48,fog,2021-01-31 01:23:57
453,Penzance,GB,50.1186,-5.5371,43.0,93,90,6.91,overcast clouds,2021-01-31 01:23:57
454,Roald,NO,62.5833,6.1333,33.8,86,75,9.22,snow,2021-01-31 01:23:57
455,Dicabisagan,PH,17.0818,122.4157,71.78,80,100,12.57,overcast clouds,2021-01-31 01:23:12
456,Nyuksenitsa,RU,60.4128,44.2397,17.94,96,100,8.34,overcast clouds,2021-01-31 01:23:58
457,Porangatu,BR,-13.4408,-49.1486,73.47,84,5,1.16,clear sky,2021-01-31 01:23:58
458,Airai,TL,-8.9266,125.4092,62.94,100,100,5.57,overcast clouds,2021-01-31 01:19:35
459,Mayo,US,38.8876,-76.5119,30.2,59,1,4.27,clear sky,2021-01-31 01:23:58
460,Acarau,BR,-2.8856,-40.12,79.12,82,100,11.25,overcast clouds,2021-01-31 01:23:58
461,Brae,GB,60.3964,-1.353,33.8,93,40,3.44,light snow,2021-01-31 01:23:58
462,Gondanglegi,ID,-7.7479,112.0132,79.47,81,83,3.38,broken clouds,2021-01-31 01:23:58
463,Honningsvag,NO,70.9821,25.9704,26.6,80,0,8.05,light snow,2021-01-31 01:23:59
464,Waipawa,NZ,-41.4122,175.5153,71.01,68,0,12.66,clear sky,2021-01-31 01:23:59
465,Hobyo,SO,5.3505,48.5268,74.84,78,55,14.52,broken clouds,2021-01-31 01:23:59
466,Maragogi,BR,-9.0122,-35.2225,78.04,82,100,8.3,overcast clouds,2021-01-31 01:23:59
467,Zyryanka,RU,65.75,150.85,-30.03,83,100,15.46,overcast clouds,2021-01-31 01:23:59
468,Sisimiut,GL,66.9395,-53.6735,6.3,90,74,7.65,broken clouds,2021-01-31 01:23:59
469,Jinchang,CN,38.4953,102.1739,22.21,64,0,2.89,clear sky,2021-01-31 01:23:59
470,Agadez,NE,19.75,10.25,52.52,38,0,1.79,clear sky,2021-01-31 01:23:59
471,Bronnoysund,NO,65.4625,12.1997,23.0,80,40,5.75,scattered clouds,2021-01-31 01:23:59
472,Bonavista,CA,48.6499,-53.1147,28.99,93,95,3.44,overcast clouds,2021-01-31 01:24:00
473,Marovoay,MG,-16.1,46.6333,73.4,94,20,3.44,few clouds,2021-01-31 01:24:00
474,Sulangan,PH,11.1373,123.7228,79.47,77,93,19.71,overcast clouds,2021-01-31 01:24:00
475,Balikpapan,ID,-1.2675,116.8289,82.4,74,20,8.05,few clouds,2021-01-31 01:24:00
476,Port Shepstone,ZA,-30.7414,30.455,74.91,88,100,2.53,light rain,2021-01-31 01:24:02
477,Smithers,CA,54.7804,-127.1743,19.4,73,90,5.75,light snow,2021-01-31 01:24:02
478,Saint-Georges,GD,12.0564,-61.7485,80.6,78,20,11.5,few clouds,2021-01-31 01:24:02
479,Palimbang,PH,6.2106,124.1894,83.01,60,100,1.63,overcast clouds,2021-01-31 01:24:02
480,Standerton,ZA,-26.9337,29.2415,62.01,99,90,3.22,light rain,2021-01-31 01:24:02
481,Balkanabat,TM,39.5108,54.3671,46.4,71,40,3.87,scattered clouds,2021-01-31 01:24:02
482,Grand Baie,MU,-20.0182,57.5802,75.99,85,8,3.0,clear sky,2021-01-31 01:24:02
483,Neiafu,TO,-18.65,-173.9833,82.4,83,75,10.36,light rain,2021-01-31 01:24:03
484,Nago,JP,26.5881,127.9761,62.6,72,20,6.91,few clouds,2021-01-31 01:20:18
485,Manggar,ID,-2.8833,108.2667,81.39,78,100,10.2,moderate rain,2021-01-31 01:24:03
486,Palmas Bellas,PA,9.2319,-80.0867,79.0,79,76,14.0,broken clouds,2021-01-31 01:23:02
487,Ciudad Guayana,VE,8.3533,-62.6528,75.0,96,2,1.99,clear sky,2021-01-31 01:24:03
488,Japura,ID,-0.3167,102.35,75.38,91,45,1.92,scattered clouds,2021-01-31 01:24:03
489,Baijiantan,CN,45.6333,85.1833,4.6,93,26,2.53,scattered clouds,2021-01-31 01:22:25
490,Gat,IL,31.61,34.7642,55.0,58,0,1.99,clear sky,2021-01-31 01:19:05
491,Menongue,AO,-14.6585,17.691,62.47,95,100,5.21,light rain,2021-01-31 01:24:03
492,Srednekolymsk,RU,67.45,153.6833,-32.04,84,100,3.31,overcast clouds,2021-01-31 01:24:04
493,Cooma,AU,-36.2333,149.1333,73.4,53,76,5.75,broken clouds,2021-01-31 01:24:04
494,Russell,US,32.3502,-85.1999,51.8,62,90,7.25,overcast clouds,2021-01-31 01:24:04
495,Ginda,IN,30.6945,78.4932,38.03,44,0,5.48,clear sky,2021-01-31 01:24:04
496,Consuelo,PH,10.6348,124.301,80.6,74,75,19.57,broken clouds,2021-01-31 01:24:04
497,Khoy,IR,38.5504,44.9535,29.14,80,17,5.14,few clouds,2021-01-31 01:24:04
498,North Bend,US,43.4065,-124.2243,48.2,100,90,9.22,overcast clouds,2021-01-31 01:24:04
499,Quelimane,MZ,-17.8786,36.8883,78.8,94,75,1.83,broken clouds,2021-01-31 01:24:05
500,Bocas Del Toro,PA,9.3333,-82.25,64.0,64,93,11.01,overcast clouds,2021-01-31 01:24:05
501,Broome,US,42.2506,-75.833,14.0,79,1,6.91,clear sky,2021-01-31 01:24:05
502,Leshukonskoye,RU,64.8989,45.7622,17.65,97,100,5.61,overcast clouds,2021-01-31 01:24:05
503,Mafeteng,LS,-29.823,27.2374,61.74,62,0,5.91,clear sky,2021-01-31 01:24:05
504,Lavrentiya,RU,65.5833,-171.0,-16.24,84,0,5.84,clear sky,2021-01-31 01:24:05
505,Rio Gallegos,AR,-51.6226,-69.2181,57.2,41,0,10.36,clear sky,2021-01-31 01:24:05
506,Dorado,PR,18.4588,-66.2677,72.0,98,88,5.01,light rain,2021-01-31 01:24:05
507,Kargasok,RU,59.0556,80.8572,-24.0,84,100,10.94,overcast clouds,2021-01-31 01:24:05
508,Chimoio,MZ,-19.1164,33.4833,71.6,100,75,5.75,light rain,2021-01-31 01:24:06
509,Amuntai,ID,-2.4177,115.2494,81.57,77,100,0.11,overcast clouds,2021-01-31 01:24:06
510,Jizan,SA,17.3333,42.6667,73.4,83,0,3.15,clear sky,2021-01-31 01:24:06
511,Lagoa,PT,39.05,-27.9833,61.84,93,90,25.61,overcast clouds,2021-01-31 01:24:06
512,Severo-Kurilsk,RU,50.6789,156.125,25.18,95,100,28.63,light snow,2021-01-31 01:24:06
513,Nishihara,JP,26.1842,127.7558,66.2,48,20,8.05,few clouds,2021-01-31 01:21:55
514,Ihosy,MG,-22.4,46.1167,68.99,91,70,4.88,broken clouds,2021-01-31 01:24:06
515,Aste,IT,45.7906,11.0961,42.01,86,100,1.99,light rain,2021-01-31 01:24:07
516,Bazarnyy Syzgan,RU,53.7512,46.7535,31.41,99,100,10.92,overcast clouds,2021-01-31 01:24:07
517,Tukrah,LY,32.5341,20.5791,58.89,83,0,11.68,clear sky,2021-01-31 01:24:07
518,Tocopilla,CL,-22.092,-70.1979,68.49,57,0,9.42,clear sky,2021-01-31 01:24:07
519,Birpur,IN,26.5167,87.0167,48.58,59,0,2.66,clear sky,2021-01-31 01:24:07
520,Karwar,IN,14.8,74.1333,72.59,57,43,4.03,scattered clouds,2021-01-31 01:24:07
521,Cardston,CA,49.2,-113.3019,35.6,41,0,13.8,clear sky,2021-01-31 01:24:08
522,Hailey,US,43.5196,-114.3153,26.6,80,1,2.01,clear sky,2021-01-31 01:24:08
523,Axim,GH,4.8699,-2.2405,78.76,89,20,5.91,few clouds,2021-01-31 01:24:08
524,Kargat,RU,55.1956,80.2811,-13.05,86,100,9.31,overcast clouds,2021-01-31 01:24:08
525,Cayenne,GF,4.9333,-52.3333,80.6,89,75,9.22,broken clouds,2021-01-31 01:24:08
526,Luis Correia,BR,-2.8792,-41.6669,79.11,84,100,12.5,overcast clouds,2021-01-31 01:24:08
