City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
113,Goderich,CA,12.2,overcast clouds,43.7501,-81.7165,Harmony Inn
115,Carutapera,BR,78.49,overcast clouds,-1.195,-46.02,Lidera
117,Saint George,US,48.2,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
118,Songkhla,TH,77.0,few clouds,6.8333,100.6667,น.ส ซัลมา สาแม็ง
119,Sinnamary,GF,77.99,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
120,East London,ZA,70.56,broken clouds,-33.0153,27.9116,Tu Casa
124,Veraval,IN,65.21,clear sky,20.9,70.3667,Lords Inn Somnath
125,Nakhon Phanom,TH,68.0,mist,17.3333,104.4167,ป่ายางรีสอร์ท
126,Jilib,SO,67.93,clear sky,0.4883,42.7854,
128,Hukuntsi,BW,74.37,overcast clouds,-24.0,21.75,Entabeni Hotel
129,Castro,BR,65.68,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
130,Klaksvik,FO,32.0,scattered clouds,62.2266,-6.5889999999999995,Airbnb rooms
131,Lokoja,NG,77.58,clear sky,7.8024,6.742999999999999,Hotel Charvid
133,Inirida,CO,78.28,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
134,Suffolk,US,27.0,clear sky,40.8668,-72.7996,Greenwood Village
135,Quatre Cocos,MU,78.8,scattered clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
136,Correntina,BR,73.18,clear sky,-13.3433,-44.6367,Hotel Pousada dos Sonhos
137,Mount Isa,AU,98.6,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
139,Champerico,GT,84.2,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
140,Singapore,SG,80.6,broken clouds,1.2897,103.8501,The Fullerton Hotel Singapore
141,Tessalit,ML,61.95,clear sky,20.1986,1.0114,
142,Pauini,BR,75.22,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
143,Nueva Gerona,CU,72.39,scattered clouds,21.8833,-82.8,Villa Gerona
145,Maniitsoq,GL,12.0,clear sky,65.4167,-52.9,Hotel Heilmann Lyberth
146,Bud,US,30.99,moderate rain,39.446999999999996,-86.1758,Ted McQuinn Trust
148,Talcahuano,CL,59.0,clear sky,-36.7167,-73.1167,Hotel Terramar
150,Ancud,CL,55.99,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
152,Katsuura,JP,48.0,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
154,Oruro,BO,54.37,overcast clouds,-17.9833,-67.15,Eden by BlueBay
155,Mancio Lima,BR,73.27,light rain,-7.6142,-72.8958,Hotel e Distribuidora Voyage
156,Sambava,MG,75.88,clear sky,-14.2667,50.1667,Melrose
157,Balod,IN,49.05,clear sky,20.73,81.2047,"Dewarchana, Balod"
